pathogenic_site_name
女性生殖
男性生殖
其他
睾丸
肠
肝
尿道
男性生殖
女性生殖
血液血管
全身
血液血管
肺
全身
头部
肌肉
全身
肝
前列腺
颅脑
肺
血液血管
颅脑
肺
阴茎
睾丸
男性生殖
女性生殖
男性生殖
卵巢
全身
全身
胃
肠
全身
腹部
胃
肠
全身
脾
颅脑
全身
颅脑
全身
全身
全身
全身
皮肤
血液血管
颅脑
男性生殖
子宫
女性生殖
女性生殖
男性生殖
其他
全身
输卵管
卵巢
女性生殖
男性生殖
全身
阴道
阴茎
全身
全身
全身
男性生殖
阴茎
睾丸
胆
阴茎
腹部
全身
颈部
脊柱
关节
全身
皮肤
肌肉
颅脑
全身
血液血管
颅脑
全身
血液血管
全身
颅脑
皮肤
骨
全身
肝
全身
肠
全身
肝
肠
肠
颅脑
眼
全身
腹部
头部
皮肤
全身
全身
全身
其他
腹部
全身
肌肉
全身
胸部
全身
全身
骨
胸部
全身
关节
盆骨
其他骨
咽喉
膀胱
肝
肺
上肢
关节
肠
全身
心脏
全身
血液血管
全身
脊柱
肺
骨
颅脑
肾
颅脑
心脏
脊柱
腹部
颅脑
心脏
全身
皮肤
腹部
胸部
其他骨
血液血管
肝
皮肤
淋巴
肝
全身
其他
免疫系统
血液血管
男性生殖
女性生殖
男性生殖
男性生殖
男性生殖
前列腺
阴茎
心理
全身
男性生殖
女性生殖
心理
全身
男性生殖
血液血管
淋巴
阴茎
阴道
男性生殖
外阴
输精管
其他
男性生殖
口
皮肤
骨
男性生殖
阴道
女性生殖
男性生殖
其他
男性生殖
子宫
男性生殖
男性生殖
男性生殖
其他
男性生殖
阴道
前列腺
睾丸
阴茎
膀胱
尿道
子宫
睾丸
输卵管
阴茎
子宫
输卵管
阴茎
卵巢
阴道
子宫
男性生殖
女性生殖
男性生殖
输卵管
女性生殖
阴茎
阴茎
阴茎
输卵管
睾丸
睾丸
卵巢
肝
肾
肝
肝
肠
血液血管
全身
皮肤
全身
全身
前臂
血液血管
全身
全身
腹部
肝
胆
肝
前臂
上肢骨
肝
下肢骨
小腿
颅脑
其他
颈部
脊柱
关节
肝
前臂
上肢骨
关节
全身
肝
肝
肝
肝
血液血管
肝
肾
肝
肝
肝
颅脑
肺
头部
血液血管
全身
肝
全身
肝
肝
全身
皮肤
全身
颈部
脊柱
关节
肩部
上肢骨
关节
胃
肠
肛门
子宫
前臂
上肢骨
肩部
上肢骨
关节
子宫
肠
全身
皮肤
淋巴
全身
全身
心理
颈部
脊柱
关节
全身
颅脑
肺
气管
全身
心理
全身
全身
皮肤
眼
肺
全身
心理
颅脑
全身
皮肤
皮肤
肩部
上肢骨
关节
颅脑
肠
全身
血液血管
全身
血液血管
颅脑
颅脑
子宫
肺
全身
全身
全身
颈部
下肢骨
足部
全身
腹部
全身
皮肤
关节
全身
胃
肠
全身
肾
颅脑
全身
皮肤
子宫
腹部
血液血管
上臂
上肢骨
关节
颅脑
全身
全身
肺
腹部
全身
肠
心脏
全身
全身
全身
肝
全身
脊柱
关节
肾
膀胱
全身
心脏
肠
全身
腹部
皮肤
胃
肠
前臂
上肢骨
下肢骨
小腿
全身
前臂
上肢骨
关节
口
口
肺
颅脑
全身
肌肉
颈部
脊柱
关节
肺
全身
全身
全身
全身
全身
肩部
上肢骨
关节
全身
肌肉
全身
输精管
皮肤
肝
肺
肠
全身
全身
全身
肝
胆
气管
肝
肝
全身
肠
肝
颅脑
肝
免疫系统
颅脑
全身
胃
肠
全身
胰腺
全身
全身
胸部
腰部
脊柱
全身
脊髓
全身
全身
前臂
上肢骨
子宫
全身
心脏
皮肤
肾上腺
皮肤
肠
肠系膜
全身
全身
大腿
血液血管
颅脑
肺
肺
肠
脾
全身
胸部
腰部
脊柱
肌肉
足部
全身
下肢骨
足部
其他
其他
全身
耳
全身
全身
前臂
上肢骨
关节
全身
胃
肠
全身
手部
上肢骨
关节
膝部
关节
肺
气管
脊柱
骨髓
前臂
上肢骨
全身
关节
足部
皮肤
全身
全身
全身
胃
肠
心脏
全身
颅脑
颅脑
周围神经系统
免疫系统
全身
膝部
关节
膀胱
尿道
全身
全身
子宫
全身
全身
关节
颈部
脊柱
全身
子宫
颅脑
全身
血液血管
血液血管
肠
肺
膝部
关节
肠
全身
肺
皮肤
全身
全身
上臂
上肢骨
关节
全身
心脏
肺
全身
颈部
脊柱
关节
手部
血液血管
前臂
上肢骨
关节
全身
小腿
下肢骨
子宫
全身
肠
肝
全身
上臂
血液血管
胃
肠
全身
全身
全身
全身
全身
全身
肌肉
周围神经系统
肺
气管
皮肤
全身
全身
前臂
上肢骨
胸部
其他骨
关节
肺
女性生殖
颅脑
大腿
血液血管
全身
胃
肠
肠系膜
全身
皮肤
全身
小腿
周围神经系统
前臂
上肢骨
关节
大腿
下肢骨
关节
肺
气管
全身
脊柱
关节
全身
全身
颅脑
周围神经系统
颅脑
血液血管
全身
全身
肺
全身
颅脑
胃
肠
全身
颈部
脊柱
关节
全身
肠
颈部
血液血管
肠
血液血管
全身
全身
颈部
脊柱
关节
前臂
上肢骨
大腿
下肢骨
关节
颅脑
肩部
上肢骨
关节
膝部
下肢骨
关节
脾
血液血管
肺
全身
肾
全身
颅脑
全身
全身
全身
颅脑
肠
全身
肺
全身
肺
颅脑
全身
血液血管
肺
气管
皮肤
眼
全身
全身
食管
血液血管
肺
全身
全身
肺
咽喉
前臂
上肢骨
关节
全身
心理
肩部
上肢骨
全身
其他
心理
心理
全身
心脏
颅脑
全身
全身
心理
心理
小腿
周围神经系统
心理
其他
全身
全身
皮肤
全身
女性生殖
全身
肺
气管
食管
血液血管
全身
全身
全身
血液血管
全身
肺
全身
肺
气管
小腿
血液血管
全身
肩部
上肢骨
关节
肺
气管
血液血管
全身
肩部
上肢骨
关节
颅脑
皮肤
肺
颅脑
皮肤
全身
上臂
上肢骨
全身
全身
肺
全身
全身
全身
大腿
下肢骨
关节
全身
全身
全身
肺
心脏
子宫
上臂
周围神经系统
颅脑
全身
全身
全身
子宫
全身
全身
全身
淋巴
颅脑
全身
膝部
关节
全身
下肢
周围神经系统
全身
关节
足部
颅脑
颅脑
全身
肺
气管
颅脑
全身
肝
小腿
下肢骨
关节
全身
颅脑
全身
肺
全身
腹部
血液血管
全身
全身
血液血管
全身
全身
臀部
盆骨
全身
全身
全身
肠
全身
全身
血液血管
全身
全身
臀部
盆骨
全身
咽喉
肺
皮肤
全身
阑尾
颅脑
上臂
上肢骨
关节
膝部
关节
膝部
下肢骨
关节
全身
胃
肠
全身
颅脑
眼
全身
大腿
下肢骨
关节
大腿
周围神经系统
腰部
全身
女性生殖
全身
全身
肠
血液血管
全身
臀部
盆骨
关节
下肢骨
足部
全身
全身
颅脑
全身
肺
心脏
胃
肠
肺
气管
全身
皮肤
全身
子宫
全身
臀部
盆骨
关节
脊柱
关节
骨髓
肺
气管
全身
全身
全身
血液血管
心理
肾
心理
全身
心理
全身
心理
心理
心理
全身
心理
全身
颅脑
心理
女性生殖
心理
全身
心理
全身
腹部
全身
心理
全身
皮肤
上肢
下肢
咽喉
关节
全身
关节
全身
上肢骨
下肢骨
骨
腹部
全身
皮肤
颅脑
心理
下肢骨
小腿
全身
眼
全身
全身
皮肤
关节
上肢
心理
全身
全身
颅脑
心理
心理
颅脑
心理
颅脑
心理
心理
心理
心理
心理
颅脑
心理
心理
心理
心理
心理
女性生殖
心理
心理
颅脑
心理
颅脑
颅脑
心理
颅脑
心理
颅脑
心理
心理
颅脑
心理
心理
心理
心理
头部
心理
心理
心理
心理
心理
颅脑
全身
颅脑
心理
心理
心理
颅脑
心理
心理
心理
心理
全身
心理
颅脑
心理
心理
全身
心理
颅脑
免疫系统
颅脑
心理
血液血管
颅脑
心理
甲状腺
心理
皮肤
血液血管
全身
心理
心理
颅脑
颅脑
心理
颅脑
心理
甲状腺
心理
甲状腺
颅脑
心理
腰部
心理
颅脑
心理
颅脑
心理
心理
颅脑
心理
颈部
心理
颅脑
心理
颅脑
心理
颅脑
心理
颅脑
免疫系统
心理
腹部
心理
全身
心理
颅脑
血液血管
颅脑
心理
颅脑
全身
心理
颅脑
全身
心理
全身
心理
颅脑
心理
全身
心理
心理
周围神经系统
颅脑
颅脑
血液血管
心理
肺
心理
颅脑
免疫系统
心理
免疫系统
心理
全身
心理
血液血管
心理
颅脑
心理
全身
心理
皮肤
腹部
全身
心理
胃
全身
肾
全身
腹部
眼
皮肤
全身
胸部
腹部
肠
手部
上肢骨
关节
皮肤
关节
全身
皮肤
其他
气管
免疫系统
全身
腹部
眼
前臂
周围神经系统
全身
眼
前臂
周围神经系统
子宫
食管
肺
心脏
心理
尿道
乳房
咽喉
其他
全身
脊柱
肝
全身
上肢
下肢
全身
腹部
全身
全身
口
胰腺
手部
女性生殖
眼
胃
全身
肺
胸部
周围神经系统
皮肤
全身
皮肤
皮肤
全身
肩部
周围神经系统
颈部
脊柱
关节
眼
全身
全身
全身
肩部
周围神经系统
足部
下肢骨
腹部
皮肤
关节
肠
脊柱
全身
肺
肺
乳房
口
全身
口
全身
关节
皮肤
全身
全身
皮肤
膀胱
女性生殖
膀胱
关节
全身
腹部
腹部
腹部
全身
皮肤
眼
全身
眼
皮肤
全身
肺
眼
头部
腹部
气管
肺
眼
足部
关节
全身
全身
颈部
耳
全身
皮肤
全身
胸部
关节
女性生殖
男性生殖
其他
全身
腹部
全身
脊柱
眼
腹部
子宫
甲状腺
其他
全身
免疫系统
全身
皮肤
血液血管
肝
下肢
血液血管
臀部
周围神经系统
肠
腹部
全身
关节
皮肤
腹部
皮肤
臀部
周围神经系统
肾
其他
臀部
周围神经系统
皮肤
小腿
周围神经系统
皮肤
血液血管
乳房
头部
心理
咽喉
全身
臀部
周围神经系统
皮肤
膀胱
肠
阴道
关节
肠
手部
足部
眼
淋巴
上肢
其他
肺
全身
肠
全身
肠
耳
肌肉
全身
其他
免疫系统
眼
头部
皮肤
腰部
脊柱
关节
血液血管
颈部
周围神经系统
手部
上肢骨
关节
肠
血液血管
皮肤
胸部
眼
脾
关节
眼
心脏
臀部
眼
颅脑
耳
下肢
前臂
周围神经系统
阴囊
肺
全身
咽喉
全身
眼
皮肤
咽喉
关节
关节
皮肤
皮肤
肌肉
免疫系统
全身
眼
皮肤
肌肉
睾丸
骨髓
脊柱
肌肉
心脏
腹部
咽喉
足部
下肢骨
关节
前臂
周围神经系统
关节
肘部
上肢骨
关节
心理
颅脑
眼
皮肤
全身
皮肤
关节
骨
头部
胸部
膝部
下肢骨
关节
全身
口
皮肤
女性生殖
关节
腹部
男性生殖
其他
肩部
关节
全身
口
皮肤
肝
胃
输卵管
腹部
全身
口
全身
男性生殖
尿道
腹部
肛门
全身
脾
眼
肺
关节
面部
上肢
下肢
全身
大腿
下肢骨
关节
肩部
周围神经系统
女性生殖
膀胱
足部
周围神经系统
口
肾
腹部
肘部
上肢骨
关节
肩部
关节
下肢骨
耳
头部
关节
肠
足部
下肢骨
小腿
血液血管
头部
全身
前臂
周围神经系统
耳
胆
腹部
口
脾
臀部
周围神经系统
关节
肝
眼
肺
面部
皮肤
头部
上肢
下肢
关节
肠
耳
肠
全身
眼
阴茎
肌肉
心脏
前臂
关节
血液血管
皮肤
全身
关节
颅脑
眼
颅脑
其他骨
全身
腹部
肠
肠
全身
阴囊
咽喉
全身
脾
面部
耳
全身
眼
全身
阴茎
阴囊
肌肉
骨
心脏
免疫系统
腹部
膝部
关节
肾
大腿
周围神经系统
肠
全身
肝
尿道
全身
全身
男性生殖
全身
膝部
关节
眼
胃
肩部
关节
尿道
耳
阴囊
全身
头部
胸部
阴茎
脾
会阴部
周围神经系统
尿道
颅脑
子宫
足部
周围神经系统
皮肤
脊柱
皮肤
口
肺
腹部
足部
关节
皮肤
乳房
颈部
皮肤
足部
下肢骨
关节
口
全身
皮肤
血液血管
全身
阴道
全身
女性生殖
腹部
咽喉
耳
肝
口
肘部
周围神经系统
关节
心脏
血液血管
肺
全身
全身
女性生殖
男性生殖
其他
眼
眼
皮肤
肠
全身
关节
皮肤
骨
外阴
咽喉
周围神经系统
皮肤
肺
全身
颈部
腹部
腹部
肾
全身
肾
颅脑
肌肉
肺
皮肤
全身
全身
腹部
其他
皮肤
口
免疫系统
眼
全身
胃
全身
全身
头部
全身
肾
全身
腹部
头部
皮肤
女性生殖
肺
阴道
其他
肠
心脏
肺
胃
皮肤
免疫系统
皮肤
颈部
肌肉
面部
皮肤
全身
血液血管
皮肤
全身
腰部
脊柱
关节
全身
女性生殖
膝部
全身
皮肤
肺
皮肤
肺
肠
阴道
胃
眼
颈部
胃
口
颈部
脊柱
关节
肺
鼻
其他
全身
心脏
肝
肾
臀部
皮肤
心脏
全身
胸部
颅脑
下肢
皮肤
关节
全身
皮肤
肺
腹部
皮肤
血液血管
乳房
全身
肺
男性生殖
胸部
口
心脏
血液血管
全身
皮肤
皮肤
下肢
周围神经系统
血液血管
肠
腹部
头部
血液血管
阴茎
全身
其他
关节
胸部
腹部
全身
全身
下肢
男性生殖
女性生殖
盆腔
耳
肛门
咽喉
头部
眼
肩部
关节
咽喉
头部
子宫
腹部
胃
肠
头部
血液血管
胆
心脏
女性生殖
阴道
关节
全身
心脏
子宫
卵巢
膝部
下肢骨
关节
胃
肠
全身
膀胱
腹部
皮肤
关节
免疫系统
血液血管
周围神经系统
卵巢
输卵管
全身
周围神经系统
臀部
下肢
足部
皮肤
皮肤
肠
肩部
胰腺
全身
脊柱
腰部
头部
皮肤
眼
皮肤
脊柱
免疫系统
骨
子宫
全身
皮肤
全身
皮肤
肺
肺
手部
足部
骨
皮肤
皮肤
皮肤
全身
皮肤
全身
全身
皮肤
臀部
皮肤
全身
肾
皮肤
手部
全身
手部
足部
颅脑
全身
