pathogenic_site_name
周围神经系统
胸部
肠
肝
胆
全身
全身
皮肤
腰部
外阴
阴茎
其他
心脏
肾
面部
周围神经系统
皮肤
颅脑
骨
颈部
口
腹部
免疫系统
肌肉
全身
肺
全身
肺
肾
血液血管
全身
关节
膝部
免疫系统
肾
男性生殖
肾
肺
淋巴
全身
全身
脾
颅脑
肺
膀胱
头部
皮肤
全身
心脏
脾
周围神经系统
头部
手部
关节
口
其他
关节
皮肤
心脏
脊髓
头部
关节
全身
皮肤
腰部
耳
输卵管
肠
皮肤
皮肤
全身
肌肉
皮肤
口
颅脑
胸部
全身
关节
肠
颅脑
脊髓
全身
腰部
脊柱
脊柱
肝
全身
脾
胸部
全身
肾
全身
头部
腹部
胸部
全身
全身
肩部
周围神经系统
颈部
肌肉
男性生殖
肠
皮肤
皮肤
肝
头部
头部
膀胱
口
皮肤
关节
关节
周围神经系统
免疫系统
胸部
颅脑
血液血管
皮肤
全身
脾
脊柱
全身
关节
脊柱
皮肤
皮肤
关节
血液血管
肺
免疫系统
血液血管
关节
关节
其他
全身
肾
肌肉
关节
足部
下肢骨
关节
全身
全身
腹部
肺
皮肤
血液血管
全身
脊柱
关节
血液血管
皮肤
前臂
周围神经系统
大腿
下肢骨
关节
面部
血液血管
肌肉
颅脑
脊髓
脊柱
免疫系统
血液血管
全身
骨
颅脑
下肢
皮肤
血液血管
足部
血液血管
全身
心理
皮肤
血液血管
肌肉
周围神经系统
全身
脊髓
关节
颈部
全身
皮肤
免疫系统
皮肤
全身
咽喉
全身
眼
肠
胆
肝
肺
肾
全身
全身
咽喉
肺
肺
肺
全身
皮肤
肺
脊髓
全身
肺
皮肤
大腿
下肢骨
皮肤
肌肉
全身
皮肤
血液血管
胃
皮肤
全身
颅脑
心脏
肺
其他
全身
皮肤
输尿管
皮肤
眼
淋巴
皮肤
咽喉
全身
皮肤
肠
肺
子宫
免疫系统
全身
全身
肺
眼
眼
眼
肺
眼
皮肤
眼
眼
肺
眼
皮肤
血液血管
全身
颅脑
眼
皮肤
眼
全身
皮肤
淋巴
全身
尿道
男性生殖
女性生殖
肺
肺
全身
血液血管
骨
皮肤
皮肤
全身
肺
头部
眼
肌肉
肺
肺
肺
肝
全身
免疫系统
胃
耳
脊髓
皮肤
全身
肺
眼
颅脑
血液血管
耳
鼻
全身
脊髓
肺
皮肤
颅脑
皮肤
眼
皮肤
全身
关节
肠
皮肤
骨
淋巴
肺
皮肤
全身
皮肤
眼
眼
颅骨
肺
心脏
皮肤
肺
肠
全身
肺
颅脑
全身
肺
全身
眼
肺
肠
肺
肺
肠
皮肤
肺
肠
眼
其他
全身
肺
血液血管
肝
全身
周围神经系统
全身
颅脑
肺
肺
肺
肺
胸部
肺
肠
心脏
胸部
颅脑
皮肤
前臂
小腿
肺
全身
血液血管
肺
口
肠
肺
皮肤
眼
全身
眼
皮肤
眼
肺
眼
肺
颅脑
全身
肌肉
全身
肠
全身
肠
皮肤
颅脑
肺
眼
脊柱
全身
免疫系统
全身
颅脑
肺
乳房
全身
肝
尿道
肺
肺
足部
肺
胸部
皮肤
尿道
男性生殖
女性生殖
颅脑
眼
全身
皮肤
全身
肺
淋巴
全身
颅脑
脊髓
周围神经系统
脊柱
皮肤
鼻
眼
皮肤
肠
肝
皮肤
肾
鼻
气管
咽喉
皮肤
肺
骨
肺
肝
鼻
肺
咽喉
肺
全身
皮肤
全身
肠
其他
甲状腺
眼
肠
阴茎
皮肤
肌肉
全身
咽喉
免疫系统
血液血管
乳房
皮肤
鼻
肺
皮肤
肝
鼻
肺
眼
肾
全身
皮肤
血液血管
皮肤
皮肤
全身
阑尾
颅脑
胃
肠
皮肤
全身
胃
全身
尿道
男性生殖
女性生殖
乳房
皮肤
全身
骨
颅脑
皮肤
肺
肝
心脏
肠
胆
肺
全身
肺
肺
肠
全身
颅脑
皮肤
全身
尿道
口
手部
颅脑
男性生殖
血液血管
淋巴
眼
皮肤
全身
胃
肠
肠
颅脑
全身
关节
胃
肠
全身
皮肤
皮肤
颅脑
眼
肺
全身
皮肤
肩部
外阴
皮肤
肺
全身
皮肤
皮肤
肺
皮肤
肠
全身
关节
肝
皮肤
皮肤
淋巴
肺
免疫系统
肾
输尿管
膀胱
阑尾
鼻
咽喉
全身
肺
眼
血液血管
咽喉
淋巴
全身
咽喉
全身
皮肤
皮肤
全身
皮肤
肺
心脏
肝
女性生殖
尿道
其他
皮肤
全身
皮肤
颈部
淋巴
尿道
男性生殖
女性生殖
全身
眼
眼
全身
颅脑
肠
皮肤
肺
肺
眼
眼
颅脑
肝
阴茎
乳房
脊柱
皮肤
腹部
全身
全身
耳
口
肺
尿道
女性生殖
男性生殖
免疫系统
肠
肠
全身
肠
眼
全身
全身
肺
口
肺
颅脑
全身
女性生殖
男性生殖
全身
皮肤
鼻
咽喉
肺
皮肤
全身
咽喉
全身
头部
颅脑
肠
全身
胰腺
肠
骨
心脏
全身
淋巴
血液血管
手部
足部
颅脑
脊髓
周围神经系统
肠
皮肤
腰部
颅脑
心脏
淋巴
胰腺
上臂
颈部
肩部
骨
阴道
皮肤
脊柱
颅脑
纵膈
肌肉
全身
肾
纵膈
颅脑
眼
头部
皮肤
全身
骨
胃
上肢
下肢
皮肤
骨
心脏
颅脑
骨
颅脑
颅骨
骨
皮肤
外阴
颈部
臀部
乳房
皮肤
纵膈
咽喉
皮肤
淋巴
皮肤
全身
骨
肌肉
全身
全身
全身
肺
耳
眼
乳房
肺
肾
肾
鼻
卵巢
纵膈
骨
骨
肺
颅脑
外阴
盆腔
阴囊
皮肤
全身
全身
全身
皮肤
全身
女性生殖
男性生殖
女性生殖
男性生殖
全身
女性生殖
男性生殖
肝
全身
胃
肠
口
皮肤
脊髓
女性生殖
男性生殖
淋巴
全身
皮肤
淋巴
全身
全身
皮肤
周围神经系统
肌肉
肝
口
肠
皮肤
颅脑
肾
全身
肝
皮肤
眼
盆腔
全身
女性生殖
男性生殖
尿道
肺
全身
全身
皮肤
胃
肠
全身
女性生殖
男性生殖
腹部
全身
肠
全身
肺
全身
全身
皮肤
皮肤
全身
鼻
腹部
全身
口
皮肤
上肢
咽喉
全身
肺
女性生殖
男性生殖
皮肤
下肢
肺
腹部
头部
阴道
外阴
眼
眼
心脏
颅脑
心脏
颅脑
纵膈
全身
颅脑
胸部
血液血管
腰部
盆腔
皮肤
眼
淋巴
腹部
皮肤
全身
心脏
卵巢
眼
眼
全身
肺
皮肤
淋巴
胆
肠
外阴
外阴
肺
肝
肾
颈部
肠
外阴
皮肤
骨
肠
骨
颅脑
头部
手部
足部
眼
眼
阴道
眼
卵巢
骨髓
眼
眼
血液血管
全身
全身
颅脑
外阴
口
阴道
头部
皮肤
食管
血液血管
胰腺
眼
其他骨
肝
纵膈
颅脑
脊髓
骨
手部
足部
眼
淋巴
颅脑
眼
咽喉
肾上腺
全身
卵巢
颅脑
肠
肝
全身
全身
皮肤
颅脑
颅脑
肠
鼻
纵膈
肠
骨
脾
骨髓
血液血管
鼻
面部
关节
肋骨
其他骨
乳房
骨
肝
口
肾
腹部
血液血管
全身
皮肤
淋巴
颅脑
全身
颅脑
颅脑
皮肤
纵膈
皮肤
全身
淋巴
骨
眼
周围神经系统
外阴
全身
胸部
腹部
眼
皮肤
眼
颅脑
膀胱
卵巢
皮肤
颅脑
眼
纵膈
肠
肠系膜
骨
骨髓
淋巴
血液血管
皮肤
肠
心脏
女性生殖
男性生殖
膀胱
肌肉
口
淋巴
免疫系统
颅脑
心脏
肺
纵膈
颅脑
手部
颅脑
颅脑
颅脑
纵膈
眼
颅脑
男性生殖
女性生殖
皮肤
皮肤
头部
皮肤
皮肤
周围神经系统
皮肤
心脏
肠
骨
心脏
血液血管
皮肤
眼
骨
骨
全身
肠
胸部
鼻
面部
颈部
颅脑
眼
淋巴
眼
淋巴
骨
纵膈
淋巴
眼
皮肤
眼
外阴
颅脑
肺
骨
眼
骨
心脏
纵膈
血液血管
胸部
心脏
颅脑
颅脑
口
全身
皮肤
眼
胰腺
骨
肝
全身
骨
颅脑
颅脑
眼
眼
肾
淋巴
面部
口
皮肤
肠
骨
血液血管
肠
颅脑
周围神经系统
头部
颈部
上肢
眼
外阴
皮肤
周围神经系统
眼
食管
胸部
面部
皮肤
骨
眼
纵膈
头部
颈部
胸部
全身
胃
肠
皮肤
肺
纵膈
脊柱
皮肤
全身
卵巢
肠
骨
胆
臀部
骨
眼
颅脑
胰腺
颅脑
腹部
阴道
膀胱
肌肉
眼
阴道
颅脑
膀胱
皮肤
肌肉
骨
颅脑
全身
颅脑
手部
足部
脾
咽喉
咽喉
血液血管
卵巢
纵膈
周围神经系统
肝
血液血管
手部
足部
卵巢
淋巴
头部
胸部
眼
阴道
血液血管
脊柱
骨
腹膜
眼
血液血管
淋巴
外阴
外阴
头部
颈部
上肢
外阴
心脏
脊柱
外阴
卵巢
子宫
颅脑
皮肤
淋巴
纵膈
面部
皮肤
骨
皮肤
口
颅骨
胰腺
眼
颅脑
肠
骨髓
外阴
皮肤
面部
骨
腹膜
肾
骨
骨
骨
卵巢
血液血管
肺
皮肤
淋巴
外阴
血液血管
食管
手部
足部
颅脑
颅骨
骨
全身
肺
鼻
淋巴
外阴
外阴
外阴
皮肤
颅脑
脊髓
外阴
皮肤
肾
骨
口
肝
颅脑
甲状腺
阑尾
淋巴
口
乳房
乳房
淋巴
腹膜
卵巢
子宫
皮肤
外阴
颅脑
阴道
肌肉
口
肾
骨髓
卵巢
眼
外阴
全身
颅脑
骨
膀胱
肌肉
颅脑
颅脑
肠
卵巢
阴道
甲状腺
淋巴
皮肤
淋巴
血液血管
颅脑
子宫
纵膈
骨
外阴
肌肉
外阴
外阴
皮肤
淋巴
骨髓
肝
胃
肠
阴道
阴道
淋巴
卵巢
乳房
外阴
皮肤
腹部
阴道
皮肤
阴道
咽喉
血液血管
淋巴
骨
卵巢
肠
输卵管
外阴
尿道
颅脑
全身
肝
卵巢
颈部
血液血管
颅脑
颅脑
口
皮肤
肠
脾
皮肤
淋巴
骨
淋巴
颅脑
皮肤
口
肝
脾
血液血管
眼
颅脑
脊髓
淋巴
颅脑
颅脑
肠
肾
眼
皮肤
鼻
眼
外阴
会阴部
肛门
骨
外阴
皮肤
外阴
皮肤
皮肤
淋巴
血液血管
骨髓
骨
颅脑
肠系膜
食管
骨髓
血液血管
血液血管
皮肤
外阴
皮肤
皮肤
胸部
胃
淋巴
肠
骨
全身
肠
皮肤
脊柱
颅脑
腹膜
全身
肠系膜
肝
胰腺
子宫
骨髓
血液血管
卵巢
肠
下肢
血液血管
乳房
眼
乳房
淋巴
气管
胸部
膀胱
心脏
男性生殖
眼
腹膜
食管
肝
阑尾
肠
卵巢
眼
甲状腺
肛门
阴囊
肾
肺
皮肤
颅脑
耳
肩部
淋巴
耳
外阴
皮肤
男性生殖
腹膜
胆
胰腺
肠
外阴
口
颈部
肩部
子宫
眼
鼻
肾
输尿管
膀胱
卵巢
颅脑
肾
子宫
口
胆
骨
颈部
淋巴
口
面部
鼻
胰腺
肠
血液血管
骨髓
脾
鼻
肠
颅脑
全身
阴囊
骨
肠
骨
眼
胃
食管
胃
淋巴
肺
颈部
肠
颅脑
口
皮肤
口
外阴
血液血管
全身
全身
肾上腺
全身
骨
阴道
口
肺
面部
淋巴
皮肤
全身
颅脑
眼
外阴
膈肌
肝
骨髓
血液血管
肝
前列腺
口
鼻
乳房
外阴
口
颅脑
外阴
胸部
鼻
面部
阴囊
外阴
颅脑
颅骨
肠
淋巴
卵巢
鼻
乳房
外阴
肠
食管
肠
纵膈
胃
卵巢
骨
眼
面部
脊柱
口
阴道
皮肤
面部
阴囊
外阴
胃
肠
外阴
皮肤
胃
肠
阴道
鼻
淋巴
肺
头部
口
眼
肺
骨髓
血液血管
皮肤
骨
甲状腺
血液血管
肠
盆腔
肌肉
皮肤
颅脑
乳房
皮肤
胆
耳
阴道
阴茎
全身
甲状腺
全身
骨
气管
血液血管
腹膜
乳房
胃
颅脑
全身
全身
骨
乳房
鼻
阴道
全身
肾上腺
外阴
食管
肾
周围神经系统
全身
睾丸
胰腺
肺
皮肤
全身
膀胱
颅脑
颅脑
肝
睾丸
女性生殖
乳房
淋巴
血液血管
骨髓
皮肤
全身
血液血管
卵巢
肺
骨
皮肤
子宫
口
周围神经系统
前列腺
颈部
子宫
子宫
甲状腺
颅脑
甲状腺
淋巴
阴道
血液血管
女性生殖
眼
淋巴
皮肤
肾
子宫
肛门
血液血管
皮肤
肠
骨
颅脑
周围神经系统
其他
眼
全身
乳房
食管
皮肤
周围神经系统
骨
咽喉
尿道
子宫
纵膈
输尿管
颅脑
乳房
卵巢
骨
纵膈
胰腺
胃
肠
胃
皮肤
淋巴
颅脑
面部
口
颅脑
乳房
卵巢
颅脑
乳房
子宫
口
子宫
骨
周围神经系统
肌肉
全身
手部
足部
皮肤
颈部
胆
血液血管
眼
面部
颈部
皮肤
胃
全身
乳房
胸部
肝
血液血管
骨髓
子宫
心脏
肌肉
心脏
血液血管
皮肤
心脏
脊髓
肺
全身
乳房
心脏
颅脑
血液血管
全身
肺
卵巢
颅脑
血液血管
鼻
口
骨髓
颅脑
肺
全身
心脏
心脏
肺
血液血管
胰腺
全身
心脏
皮肤
全身
食管
心脏
血液血管
全身
全身
肝
颅脑
腹部
全身
鼻
肠
甲状腺
血液血管
肝
肠
食管
肺
胃
子宫
乳房
前列腺
子宫
甲状腺
皮肤
淋巴
膀胱
口
其他
肝
卵巢
肠
淋巴
肠
乳房
颅脑
口
口
胆
肝
胃
全身
胰腺
胆
皮肤
颅脑
胃
肠
肾
肾
血液血管
肾
血液血管
颅脑
血液血管
肺
全身
咽喉
心脏
颅脑
心脏
免疫系统
颅脑
血液血管
血液血管
颅脑
肾
输尿管
膀胱
颅脑
全身
颅脑
血液血管
心脏
全身
胸部
颅脑
胰腺
肺
心脏
全身
血液血管
肺
血液血管
全身
骨
全身
腰部
下肢
颅脑
血液血管
血液血管
关节
肾
心脏
肺
腹部
颅脑
肺
食管
胃
肺
盆腔
下肢骨
胰腺
肺
血液血管
